Processes raspberrypi,Runnable,Blocked,pswitch,syscall,read,write,fork,exec,sem,msg
2024-03-31 22:30:17,5,0,205.4,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:30:19,5,0,307.8,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:30:21,5,0,328.3,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:30:23,5,0,195.9,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:30:25,5,0,329.3,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:30:27,5,0,322.3,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,-1.0
2024-03-31 22:30:29,5,0,237.9,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:30:31,5,0,288.3,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:30:33,5,0,301.8,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:30:35,5,0,204.9,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:30:37,5,0,295.8,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:30:39,5,0,256.4,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:30:41,5,0,257.8,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:30:43,5,0,333.8,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:30:45,5,0,347.3,-1.0,-1.0,-1.0,0.5,-1.0,-1.0,-1.0
2024-03-31 22:30:47,5,0,240.8,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:30:49,5,0,317.8,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:30:51,5,0,315.3,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,-1.0
2024-03-31 22:30:53,8,0,201.9,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
